"回答日時","受付番号","回答ユーザ","第８回:キーワード①","第８回:キーワード②","第８回:キーワード③","第８回:キーワード④","第８回:キーワード⑤"
"2022/06/09 16:47","6418","26022458","やると決めたことをやる","自分がその場をどう感じているかを共有","物事をロジックで理解する","学生のうちに色々な経験をすべき","躊躇せずとりあえず1歩踏み出してみる"
"2022/06/09 16:47","6417","34022144","信頼されていないと任され続けることはない","学生のうちにいろいろ経験して打ち込めるものを見つける","失敗も経験","学校内の活動を通じて、周りとの繋がりを持っておく","頭で考えるのではなく、心の声を聞く"
"2022/06/09 16:46","6419","22020107","どんな人と働きたいか","経験","失敗した方がいい","トライ","心の声を聞く"
"2022/06/09 16:46","6416","22022617","幅広い意見を汲み取る","仕事の責任の重さ","一度決めたら必ずやり遂げる","すべての経験が繋がって自分を作る","地域の人も大切にする事業展開"
"2022/06/09 16:46","6415","25022542","いろんな環境に身を置いて自分の適性を見つける","仕事を任せてもらうには、実績と信頼が必要","失敗を恐れないで進むべき","コミュニケーションを通じて現地に寄り添う","ブームから文化にする"
"2022/06/09 16:46","6414","23020631","人との繋がり","フィナンシェ","会社との関係性","時間","空間"
"2022/06/09 16:46","6413","31020024","失敗を経験と捉えることが大切。","人生をすごろくと考え、戻っても立ち止まってもいい。","プロフェッショナルじゃなくてもお客様の立場を1番に考える。","学生のうちにアルバイトなど色々な経験を積むことが大切。","仕事や経験をたくさん積んでいく中で自分のやりたいことを見つける。"
"2022/06/09 16:46","6412","24020202","信頼関係を築くことが大切","友人と楽しい時間を過ごす","努力は裏切らない","何事も積み重ねが大切","自分とは違う考えでも尊重する"
"2022/06/09 16:46","6410","38021010","人を褒める","バイトを通じて様々な経験を積む","自分の適性を考える","自分が何をやりたいのかを選択する","やってみて学ぶ"
"2022/06/09 16:46","6409","25020017","0から一の仕事である","何よりもたくさん褒める","自分の適性にきずく","日本と海外とでは文化が違う","人からの必要に応える"
"2022/06/09 16:46","6408","25021539","人の期待に応えたいという気持ちの大切さ","信頼を勝ち取ることが大事","失敗することがいい","人生は常に前に進んでいる","ブルーボトルのいろんなところへ行っていろんなものを仕入れる"
"2022/06/09 16:46","6407","23021264","期待に応える","人生はすごろく","前に進むことが大事","失敗を怖がらない","経験を活かして０から1を作り出す"
"2022/06/09 16:46","6406","31022017","過去のつながりは未来にいきる","全ての体験がブランドにつながる","空間や環境でどう感じるかを共有することが大切","人生はすごろく","後になって後悔することがあること好きなことをできるときやる"
"2022/06/09 16:46","6405","34020043","自分に向き合い心の声をきくこと","人生の中で様々な経験をして自分を自分を磨くこと","ブームだけで終わらせずに文化へと昇華させること","相手や自分自身の事をほめる事の大切さ","ゼロから一の仕事"
"2022/06/09 16:46","6404","22020498","アルバイトを通じて適性を知る","0から1を任され続ける","ブランドはブームから文化に","色々な場所でいろいろなことを聞く","打ち込めることを大学で見つける"
"2022/06/09 16:46","6403","23020269","自分の適性に気付く","0から1を生み出す","実績を出し続けないと任されない","現地スタッフと心を通わせる","ブームから文化にしていく"
"2022/06/09 16:46","6402","22022394","アルバイトなどの学校以外のことからも将来の就職について学べることがある","ゼロから1","失敗してもいいから一歩踏み出してみることが大切","決めたらやるという気持ちで覚悟を持って挑戦する","学生時代の繋がりは大切"
