担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
森,22022059,アルバイトを通して自分を知る,どう感じているかを一緒に共有する,決めたことはやって次に進む,心の声を聴く,キャリアを縦で考えるのではなく双六のように考える, , , ,,,, , ,0,, 
森,22022061,仕事を任されるということは頼られているということ,マネージメントに関しては褒めることが大事,常に目の前のことを成し遂げていく,失敗は経験なのでどんどんチャレンジする,心の声を聞くのが大事, , , ,Pattern74,仕事ことことマネージメントこと常目前こと失敗経験チャレンジ声,0.9,"対象:26023250 時期:今学期全てのキーワード:仕事を任されるということは頼られているということ。,マネージメントに関してほめることが大事。,国の違いを聞き入れるのが大事。,常に目の前のことを成し遂げていく。,失敗は経験なのでどんどんチャレンジする。", ,0,,再履修
森,22022063,縦じゃなくて横も気にして決める,任され続けるには仕事に誠意を持つ,ブームから文化へ,お客さんにいい形でいい刺激をもらう,がむしゃらでいい方向に, , , ,,,, , ,0,,再履修
森,22022064,転職は自分のやりたいことや経験を改めて活かせるもの,周りのサポートがあってこその仕事,コンセプトを大事にすること,人生はすごろく、ピラミッドではない,次々と新しい仕事をする中で、自分がそれに順応していくことが大切, , , ,,,, , ,0,, 
森,22022065,失敗は経験で好きだと思うことを挑戦してみた方が良い,自分の心の声を聞いて考えることは大切,失敗して学ぶほうが深みが出て考えが豊かになる,学生生活の中でこれはやりたいとか頑張りたいことが作れるとより充実できる,アルバイトでの人間関係や自己分析の経験は全て将来へと縦に繋がっている, , , ,,,, , ,0,, 
森,22022067,その仕事に誠意をもって実績を出す,自分の適性を探しだす,失敗を糧にする,地域の文化を一緒に盛り上げていく,０から１は大変だが、それを楽しそうにこなすのが大切, , , ,,,, , ,0,,再履修
森,22022074,任されること＝頼られていること,なにかを求められたら、それに対して１００％で答えようという気持ちで仕事をする,とにかく常に目の前のことを完了する,失敗も経験,心の声に耳を傾けることが大事, , , ,,,, , ,0,,再履修
森,22022085,広報がいかに重要であるか,この人と仕事をしたいと思ったら採用,とりあえず一歩踏み出す,どんどん失敗しよう,CBO, , , ,,,, , ,0,, 
森,22022094,任されるということは信頼されているということ,自分の役割と関わっていることにインパクトを与える,マネージメントにおいてはrecognitionが大事,失敗した方がいい,常に目の前にあることを成し遂げていく, , , ,,,, , ,0,,再履修
森,22022103,現地スタッフと心を通わせる,ブームから文化にしていく,成果を出し続ける,仲間たち,失敗は経験, , , ,,,, , ,0,, 
森,22022105,今の学生生活を楽しむ,たくさん失敗して成長するべき,時には立ち止まってみても良い,色んなことに積極的に挑戦する,人と関わり様々なことを学ぶ, , , ,,,, , ,0,,再履修
森,22022132,大事にすることを守りながら育てる,文化の違いをやりながら学べる,任され続けるには成果を出し続ける,ゼロから1,ブランドはブームを作る, , , ,,,, , ,0,, 
森,22022151,やりたいことや興味のあることが分からないときは、いろいろな分野を学ぶ,就活はやりたいことを考え悩むタイミング,仕事を任されることは信頼されている証拠,転職のきっかけは自分がやってきたこととやりたいことの一致,人とのつながりが大学の意義、財産, , , ,,,, , ,0,, 
森,22022152,今できることをみつける,アルバイトからでも打ち込めることを見つける,人は人で機械とは別である,感じる力を育てる,ロジカルとか効率ではない世界も知る, , , ,,,, , ,0,,再履修
森,22022154,心の声を聴く,人生はすごろく,言われたら100返したい,失敗は経験になるからした方がいい,褒めることは大事, , , ,,,, , ,0,,再履修
森,22022162,言われたことや求められたことには100%返すという気持ちで仕事に臨む。,褒めることがマネージメントは大事。,常に目の前のことを成し遂げる。,失敗も経験。いろいろなことに挑戦してみる。,心の声を聞くことが大事。, , , ,,,, , ,0,, 
森,22022167,0から1を作ることは大変だが、楽しくやる,失敗を糧にする,自らの適性を探す,その仕事に誠意を持って働くと言うことが大切,地域文化に馴染み一緒に盛り上げていく, , , ,,,, , ,0,,再履修
森,22022169,ブームから文化へ,人生はスゴロク。ピラミッドみたいに縦で考えない,アルバイトを通して将来が見つかったように、キャンパスライフで自分の打ち込めるものを見つける,任せてもらうことで実績を積上げ、信頼を得て、また任せてもらえる,転職して０から1の立ち上げをする時に、今まで関わってきた企業や、経験が役に立つ, , , ,,,, , ,0,, 
森,22022171,任されて達成することが積み重なることでうれしくなるし期待に応えたい,マネージメントではしっかりと見て褒めて国の違いを聞き入れる,ブームではなく文化にするには地元の人に来てもらう,キャリアにとってはすごろくのように一回休んでも進めばいい,好きなことは失敗恐れずどんどんチャレンジ, , , ,,,, , ,0,, 
