回答日時,受付番号,学籍番号,1,2,3,4,5
2023/5/1 18:52,1736113,23022530,ちっぽけな人間だと考える時が大人になるとき。,自分で考え行動する。,めぐりあい,波に確実にのる,実績を上げ周囲の信頼を自信に繋げる。
2023/5/1 18:30,1736063,23021638,弁護士,司法試験,契約書,学校に行くこともある種の契約,日常生活に大きな関わりがある法律
2023/5/1 18:29,1736060,37023217,やると決めたら楽しむ,波に乗る,人に寄り添いすぎない,自分で考えて自分で行動する,実績、信頼、自信の正のスパイラル
2023/5/1 18:24,1736045,37022642,やると決めたら楽しむ,置かれた環境に順応していくこと,仕事の役割を理解し自分を俯瞰的に見ること,先がわからないことでも波が来たら乗ってみる,学び続けることへの熱意を持ち続ける
2023/5/1 17:49,1735892,23022447,やると決めたら楽しむ,目の前の仕事に集中する,第三者の視点を持つ,転がってきたチャンスは手放さない,同期を大事にする
2023/5/1 17:38,1735784,31023386,やると決めたら楽しむ,能力のすごい人と出会い自分はちっぽけだなと思う,伸び代があると自分に満足しない,お金は降って来ない、努力しなければ得られない、一つ一つの仕事は真剣勝負,来た波に対して乗る
2023/5/1 17:37,1735765,29023280,関学に入学したからにはそのネットワークの恩恵を充分に受け沢山の人間関係を築き上げておくと良い。,関学のスクールモットーであるマスタリーフォーサービスは社会人になるとその意味や恩恵を理解できる。,今のIT化が進んだ社会では昔とは違い自分の意思で様々な情報を手に入れることができるので有効活用する。,新しい物事にチャレンジすることは不安がつきものであるがその不安を乗り越えてこそ成長が待っていること。,自信というものは何かにチャレンジした上での成功体験を元に積み上げられていき大きくなっていくものである
2023/5/1 17:34,1735720,25020161,やると決めたら楽しむ,第三者的な視点をもつ,自分で考えて自分で実行する,社会では出会いが大切,好奇心を持って現場に足を運んで、経験を積む
2023/5/1 17:30,1735659,27020308,キャリアの正のスパイラル,法廷は年に数回,勉強は苦じゃなかった,ホームページが遅れてた,やると決めたら楽しむ
2023/5/1 17:27,1735591,26022361,法律は毎年新しいのができる,やると決めたらやる,司法試験は難しい,やると決めたら楽しんでする,G号館は昔野球グラウンドだった
2023/5/1 17:23,1735524,23022669,やると決めたら楽しむ,弁護士でも、テレビやドラマで見るようなものとは意外と違っている。,自分のペースで回りにせかされなかったからこそ司法試験に合格できた。,しっかり証拠を持った上で勝てたときにやりがいを感じる。,相談者の方にアドバイスなどを言った時のその人のホッとしたような表情の変化が嬉しい。
2023/5/1 17:22,1735516,25020652,やると決めたら楽しむ,自分の存在がちっぽけであると感じる。,自分で考え自分で行動する。,実績,自信
2023/5/1 17:19,1735466,31023329,やると決めたら楽しむ,弁護士は人の役に立てるのを実感出来る仕事,法律の勉強は絶対に無駄にならない,知らないからこそ恐れずに挑戦できた,司法試験
2023/5/1 17:19,1735463,29022186,宣言することでそれに関係する仕事が入ってくる,やってないことをやりたい,知らないと怖いものは無い。(試験が難しいと知らなかったから怖くなかった),やると決めたら楽しむ。楽しんでやる。,自分のペースで仕事をする
2023/5/1 17:11,1735326,34021060,やると決めたら楽しむ,学ぶことは楽しいこと,卒業してからも勉強できる,仲間と励ましあう,弁護士はmasteryforserviceの体現のようなもの
2023/5/1 17:11,1735317,25023061,弁護士はテレビで見るような法廷の仕事ではなく書面づくりが主な仕事内容である。,関学の良さはいつ行っても変わらないから思い出に帰れる。,「やると決めたら楽しむ」何事においてもこれが一番大切だと思う。,司法とアルバイトは関係ないように思えるが、大人になりアルバイトの経験が生きてくる。,関学のネットワークに入った。周りの人との関係を大事に。いろいろな現場で経験を積むことが大事。
2023/5/1 17:03,1735189,37023209,関学のネットワーク,やると決めたら楽しむ,社会に出たら自分がちっさい存在だと思う,企業として新人を育てるために新人に任せる,弁護士は第三者視点で裁判と向き合うべき立場
2023/5/1 17:02,1735180,22023126,専門分野とは自分のやることを宣言すること,俯瞰的にみる視点が大切,波を作ってくれた人に誠心誠意お返しをする,声をかけられたら乗ってみる,予想もしないことから人生が広がる
2023/5/1 17:00,1735166,38023043,波にのる,やると決めたら楽しむ,過去の自分が自分を助ける,その環境で自分を発揮する,好奇心をもつ
2023/5/1 17:00,1735153,25023469,専門分野は好きなことを宣言すること,やると決めたら楽しむ,俯瞰的な目線,自分で考えて自分で行動,きた波にはのる
2023/5/1 17:00,1735152,31021603,すると決めたら難しいことを楽しむことが大切である,なりたい自分になるためにたくさんの経験を積む,自分に関わってくれた人のためにも、誠心誠意応えるようにする,人との繋がりを大切にする,好奇心、向上心を持って経験を増やす
2023/5/1 17:00,1735151,34023069,何が大事か考える,助け合い,クライアント,何が大事か考える,司法試験
2023/5/1 17:00,1735150,23020429,実績→信頼→自身→実績,人との出会いが最後、自分を助けてくれる,実績を上げると、周囲からの信頼に繋がる,自分のことをちっぽけだと思い始めれば、大人のはじまり,新人の頃から自分で考え、自分で行動
2023/5/1 17:00,1735149,26021403,やるときめたらたのしむ,しょうきょほう,どりょく,自分でなんとかする,諦めない
2023/5/1 16:59,1735147,26019002,やると決めたら楽しむ,波に乗る,第三者の視点,実績信頼自身というスパイラル,周りの目を気にしない
